"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","-121","","","","0"
"2009-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1158","","","","0"
"2009-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","228","","","","0"
"2010-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1523","","","","0"
"2010-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","7","","","","0"
"2010-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1230","","","","0"
"2010-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2667","","","","0"
"2011-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2179","","","","0"
"2011-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2167","","","","0"
"2011-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1911","","","","0"
"2011-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1204","","","","0"
"2012-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2726","","","","0"
"2012-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2150","","","","0"
"2012-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1005","","","","0"
"2012-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1169","","","","0"
"2013-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1966","","","","0"
"2013-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3650","","","","0"
"2013-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1105","","","","0"
"2013-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1149","","","","0"
"2014-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2519","","","","0"
"2014-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","4047","","","","0"
"2014-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2189","","","","0"
"2014-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2062","","","","0"
"2015-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1813","","","","0"
"2015-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1496","","","","0"
"2015-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","595","","","","0"
"2015-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","330","","","","0"
"2016-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","260","","","","0"
"2016-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1226","","","","0"
"2016-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1105","","","","0"
"2016-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2667","","","","0"
"2017-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2265","","","","0"
"2017-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1392","","","","0"
"2017-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2155","","","","0"
"2017-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3172","","","","0"
"2018-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2324","","","","0"
"2018-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2540","","","","0"
"2018-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","2107","","","","0"
"2018-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1728","","","","0"
"2019-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3679","","","","0"
"2019-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","4260","","","","0"
"2019-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3452","","","","0"
"2019-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3678","","","","0"
"2020-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","-127","","","","0"
"2020-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1047","","","","0"
"2020-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","179","","","","0"
"2020-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","-2020","","","","0"
"2021-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","3385","","","","0"
"2021-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","5548","","","","0"
"2021-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","4741","","","","0"
"2021-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","5984","","","","0"
"2022-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","6130","","","","0"
"2022-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","7906","","","","0"
"2022-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","6878","","","","0"
"2022-10","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","6316","","","","0"
"2023-01","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1474","","","","0"
"2023-04","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","1019","","","","0"
"2023-07","Canada","2016A000011124","Foreign direct investment in Canada","All other countries","Reinvested earnings","Dollars","81","millions","6","v61913933","1.2.3.3","4128","","","","0"
